worker_id,latitude,longitude,rainfall_mm,orders_accepted,orders_completed,is_active,gps_movement_km,rejected_orders,session_interactions,distance_from_event,claim_count_last_7_days,weather_api_1_mm,weather_api_2_mm,weather_api_3_mm,weather_disagreement_mm,claim_hour,trigger_met,location_check_pass,behavior_check_pass,activity_check_pass,activity_failed_checks,activity_validation_score,activity_validation_reasons,passive_presence_flag,official_data_check_pass,calculated_distance_km,gps_spoof_flag,duplicate_claim_flag,time_pattern_flag,fraud_label
3158,13.014239105189725,77.6560362819697,75.83,6,0,1,0.63,8,16,8.27,1,74.31,80.61,72.59,8.02,16,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,8.17,1,0,0,1
1072,12.9869907417682,77.57996273091811,10.49,0,0,1,0.1,10,2,2.53,1,0.0,13.1,18.36,18.36,2,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,2.33,0,0,1,1
1614,12.975378799672786,77.5503918063673,26.81,7,5,1,8.72,4,31,4.9,1,13.33,39.45,27.64,26.12,1,0,0,1,1,0,1.0,genuine activity verified,0,0,4.81,0,0,1,1
1602,12.972032083394241,77.5241152795011,67.87,6,0,1,1.36,8,15,7.64,2,68.47,65.46,69.68,4.22,22,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,7.64,0,0,0,1
2133,12.969342356124516,77.56876139472425,81.6,9,1,0,4.7,10,28,2.36,0,82.67,82.38,79.75,2.91,0,1,1,1,0,1,0.8,worker not logged in,0,1,2.81,0,0,1,1
1357,12.9485320604429,77.53641447509881,26.99,11,8,0,24.02,4,44,6.45,0,25.81,27.11,28.04,2.23,9,0,0,1,0,1,0.8,worker not logged in,0,0,6.81,0,0,0,1
3135,12.953620662809213,77.56968716653908,85.81,8,1,0,4.79,7,26,2.89,4,90.7,86.7,80.04,10.66,17,1,1,0,0,1,0.8,worker not logged in,0,1,3.36,0,1,0,1
2941,13.030783614946039,77.62437634934791,86.14,0,0,1,0.16,9,0,7.28,3,81.02,91.27,86.12,10.26,13,1,0,0,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,7.33,0,0,0,1
3020,12.967258534692593,77.57958399344099,99.78,14,5,0,11.39,11,50,1.78,0,105.69,91.0,102.65,14.69,9,1,1,1,0,1,0.8,worker not logged in,0,1,1.7,0,0,0,1
1495,13.049872985227848,77.75218311334896,35.94,4,2,1,5.55,3,15,18.66,3,35.23,41.02,31.58,9.44,23,0,0,0,1,0,1.0,genuine activity verified,0,1,19.16,0,0,1,1
1036,12.95094809612554,77.56566661361872,75.39,6,0,0,0.31,6,26,3.91,0,67.13,84.65,74.39,17.52,15,1,1,1,0,1,0.8,worker not logged in,0,1,3.89,0,0,0,1
3276,13.015614827227889,77.59720676265457,78.36,4,0,0,1.23,6,11,4.6,1,81.29,90.15,63.63,26.52,11,1,1,1,0,1,0.8,worker not logged in,0,0,4.9,0,0,0,1
1722,12.99862426532658,77.67143603288343,101.2,10,0,1,2.84,12,26,8.48,2,108.2,104.59,90.79,17.41,19,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,8.85,1,0,0,1
2640,12.99401316712929,77.58066055687893,30.44,7,5,1,11.17,5,31,2.7,0,29.73,32.02,29.57,2.44,18,0,0,1,0,1,0.8,too many rejected orders,0,0,2.91,0,0,0,1
3273,12.961299152043608,77.60997717750479,106.59,5,0,1,0.0,6,21,1.63,1,107.52,99.46,112.8,13.34,12,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,2.02,0,0,0,0
1090,12.99453449880692,77.53197891090126,11.67,7,4,0,7.36,5,28,7.46,3,15.66,5.02,14.32,10.64,16,0,0,0,0,1,0.8,worker not logged in,0,0,7.25,0,0,0,1
1013,12.945857555001975,77.65540424489667,78.16,6,0,1,0.0,7,16,7.13,3,72.32,80.47,81.7,9.38,9,1,0,0,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,7.18,0,0,0,1
1013,12.96121543874617,77.57551173484221,69.59,5,2,1,4.94,2,20,2.65,2,74.02,63.0,71.75,11.02,6,1,1,1,1,0,1.0,genuine activity verified,0,1,2.37,0,0,0,1
1390,13.01039217949567,77.63662134599626,76.21,10,0,1,5.67,10,44,6.12,2,76.65,78.76,73.22,5.53,8,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,6.27,0,0,0,0
1129,13.006571107156763,77.58967278816965,58.88,8,0,1,2.89,8,26,3.78,1,51.66,62.9,62.08,11.24,18,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,3.93,0,0,0,0
3049,12.932323606161969,77.61906317460083,89.74,6,0,1,0.3,6,10,5.76,0,86.26,90.0,92.96,6.7,8,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,5.11,0,0,0,1
2514,12.937378941883658,77.62144049708844,34.66,13,10,1,24.17,4,62,4.22,0,26.59,38.67,38.73,12.14,1,0,0,1,1,0,1.0,genuine activity verified,0,0,4.79,0,0,1,0
3450,12.975948086112536,77.57650238641949,48.98,5,3,0,8.62,4,28,2.47,1,46.32,51.26,49.37,4.95,13,0,0,1,0,1,0.8,worker not logged in,0,1,2.02,0,0,0,0
3003,13.040645294986781,77.63827625743048,26.97,9,4,1,11.72,6,38,9.6,1,24.62,34.17,22.13,12.05,8,0,0,1,0,1,0.8,too many rejected orders,0,0,9.02,0,0,0,1
3407,12.894977393421241,77.56424060544028,93.71,13,0,1,5.05,14,43,9.4,0,106.63,83.7,90.79,22.93,11,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,9.13,1,0,0,1
1596,12.98273331758282,77.6257173688011,64.46,10,5,1,9.9,5,48,3.48,1,70.33,63.84,59.22,11.12,21,1,1,1,0,1,0.8,too many rejected orders,0,1,3.59,0,0,0,1
1719,12.916558266737075,77.57899178823334,92.42,0,0,1,0.17,9,0,6.85,2,99.66,84.65,92.95,15.01,16,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,6.35,0,0,0,1
3123,12.946226760258979,77.60858231794528,1.64,0,0,1,0.14,9,2,3.09,0,0.0,4.05,0.86,4.05,6,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,3.2,0,0,0,1
1612,12.95702286327743,77.57612027990582,71.14,8,5,1,10.57,4,40,2.33,3,66.53,72.34,74.54,8.02,20,1,1,0,1,0,1.0,genuine activity verified,0,1,2.58,0,0,0,0
1143,12.954779666262525,77.59659903898826,88.11,11,3,1,6.71,10,34,1.75,3,88.87,87.65,87.81,1.23,1,1,1,0,0,1,0.8,too many rejected orders,0,1,1.88,0,0,1,0
2672,12.950248162413633,77.55161225193233,62.98,9,3,1,14.45,9,39,5.03,1,63.27,60.78,64.9,4.12,10,1,0,1,0,1,0.8,too many rejected orders,0,1,5.23,0,0,0,0
3002,12.971888282415055,77.60450227938755,79.57,11,6,1,14.48,5,43,0.74,0,74.27,74.31,90.14,15.87,13,1,1,1,0,1,0.8,too many rejected orders,0,1,1.07,0,0,0,0
3420,12.950189777334778,77.59636751339838,48.84,8,5,1,11.81,4,36,2.78,1,48.85,40.35,57.31,16.95,15,0,0,1,1,0,1.0,genuine activity verified,0,1,2.39,0,0,0,0
3319,12.913101704605834,77.5729938578371,29.52,10,8,0,10.02,4,50,6.64,1,36.82,22.33,29.42,14.49,21,0,0,1,0,1,0.8,worker not logged in,0,0,6.91,0,0,0,1
1300,13.002794784500912,77.5923988813444,84.62,8,0,1,3.25,9,22,3.47,4,86.4,82.56,84.89,3.84,11,1,1,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,3.48,0,1,0,1
2930,13.001714886685956,77.59996017904672,30.32,8,8,1,24.36,2,49,2.89,1,36.15,18.35,36.47,18.12,11,0,0,1,1,0,1.0,genuine activity verified,0,0,3.4,0,0,0,0
3115,13.005326972400907,77.5699457178694,75.91,7,0,1,0.0,7,17,4.62,2,77.93,73.95,75.86,3.97,14,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,4.6,0,0,0,0
2745,12.909970620149437,77.58944965697081,2.39,9,6,1,16.48,4,39,6.47,2,2.2,0.0,4.97,4.97,0,0,0,1,1,0,1.0,genuine activity verified,0,0,6.88,0,0,1,1
3049,12.983556726103366,77.5543779223642,27.83,4,1,1,4.1,5,15,4.14,2,38.13,15.85,29.51,22.28,15,0,0,1,0,1,0.8,too many rejected orders,0,0,4.56,0,0,0,1
3094,12.998639154232277,77.68842932155844,23.07,8,2,1,8.65,8,29,10.56,0,21.25,26.2,21.75,4.96,11,0,0,1,0,1,0.8,too many rejected orders,0,0,10.6,0,0,0,1
2116,12.930351917262417,77.63696474640832,48.44,15,12,1,44.69,3,60,6.86,0,49.21,43.65,52.45,8.8,8,0,0,1,1,0,1.0,genuine activity verified,0,1,6.49,0,0,0,1
1100,12.971966929927286,77.60552376422527,33.71,10,8,1,22.28,3,38,1.34,0,27.29,37.83,36.01,10.54,8,0,0,1,1,0,1.0,genuine activity verified,0,0,1.18,0,0,0,0
2140,13.066945680982716,77.73123933969032,57.36,7,0,1,1.5,8,19,18.39,0,60.02,59.74,52.32,7.7,5,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,18.21,0,0,1,1
1504,13.045286026342731,77.51542990093265,72.48,9,1,1,5.03,7,29,11.82,1,82.01,61.67,73.76,20.34,10,1,0,1,0,1,0.8,too many rejected orders,0,0,11.86,1,0,0,1
1284,13.048579841480503,77.49229281048665,60.35,6,0,0,1.92,6,24,13.89,2,51.03,61.57,68.47,17.44,15,1,0,1,0,1,0.8,worker not logged in,0,1,14.0,0,0,0,1
1312,12.905025744266792,77.57862835753001,51.3,3,0,1,0.38,3,13,7.88,1,49.64,53.54,50.73,3.9,18,1,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,7.6,0,0,0,1
2743,13.07135708022912,77.53945743425592,34.69,6,2,0,6.32,5,18,12.4,0,35.29,33.89,34.91,1.4,9,0,0,1,0,1,0.8,worker not logged in,0,0,12.6,0,0,0,1
2261,12.934990971153868,77.58513577902207,74.69,0,0,1,0.07,7,2,4.49,1,71.56,87.27,65.22,22.05,12,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,4.2,0,0,0,1
2349,13.010826931773098,77.60282626562379,16.66,4,3,1,9.19,2,14,4.88,0,13.64,12.09,24.25,12.17,13,0,0,1,1,0,1.0,genuine activity verified,0,0,4.45,0,0,0,0
2862,13.01041991923455,77.63141657993363,66.96,7,2,1,7.53,6,28,5.58,3,64.02,75.16,61.69,13.47,12,1,0,0,0,1,0.8,too many rejected orders,0,1,5.88,0,0,0,1
2370,12.931772390926328,77.549069440629,77.9,6,0,1,0.0,8,12,6.39,2,81.64,79.83,72.23,9.41,20,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,6.63,0,0,0,0
2575,12.991330711753564,77.6105852274464,61.07,4,0,1,1.25,5,16,2.6,1,69.13,60.3,53.77,15.36,14,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,2.8,0,0,0,0
1215,12.967298650229358,77.59517558772609,21.35,6,5,1,12.28,1,34,0.0,1,18.78,18.9,26.36,7.58,21,0,0,1,1,0,1.0,genuine activity verified,0,0,0.48,0,0,0,1
3127,12.993773200185297,77.60850037239733,67.03,11,5,1,13.62,8,39,2.72,0,75.81,65.43,59.85,15.95,16,1,1,1,0,1,0.8,too many rejected orders,0,1,2.89,0,0,0,0
2121,13.056980588000133,77.62908704688186,56.89,3,0,1,0.0,3,13,10.66,2,66.38,55.25,49.04,17.33,7,1,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,10.2,0,0,0,1
1388,13.01945357941481,77.64992540559449,70.18,13,3,0,7.56,12,32,7.65,2,71.89,59.76,78.89,19.12,7,1,0,1,0,1,0.8,worker not logged in,0,0,8.02,0,0,0,0
3033,12.974615981725844,77.59045965406281,32.76,5,3,1,9.31,3,17,1.02,1,33.04,34.26,30.98,3.28,17,0,0,1,1,0,1.0,genuine activity verified,0,0,0.56,0,0,0,1
2836,12.964885037222947,77.66556728894015,69.65,4,0,1,0.87,5,8,7.57,3,73.78,71.25,63.93,9.85,19,1,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,7.73,0,0,0,1
1132,13.015442569322287,77.5629844538527,62.54,13,6,1,19.14,9,49,6.7,1,68.92,54.48,64.21,14.45,16,1,0,1,0,1,0.8,too many rejected orders,0,1,5.96,0,0,0,0
1482,13.121374957946655,77.7181665973893,77.8,8,0,1,1.9,10,18,20.0,2,72.31,77.1,83.98,11.67,9,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,21.37,1,0,0,1
1039,13.000872535772835,77.59221326077758,103.68,2,0,1,0.0,3,10,3.21,0,94.09,109.82,107.13,15.73,12,1,1,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,3.27,0,0,0,1
1676,12.945016533109657,77.58149030333333,34.82,9,8,1,23.33,2,52,2.96,0,39.49,30.2,34.77,9.29,9,0,0,1,1,0,1.0,genuine activity verified,0,0,3.28,0,0,0,1
1249,12.929789488744062,77.6198926136187,79.13,5,0,1,0.0,6,16,5.16,0,77.82,73.79,85.78,11.99,9,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,5.4,0,0,0,1
2774,12.948891114269893,77.58263306083242,26.67,4,1,1,3.58,2,12,3.31,0,23.54,32.27,24.21,8.74,19,0,0,1,1,0,1.0,genuine activity verified,0,0,2.84,0,0,0,0
2306,12.946767144572776,77.48812138651371,72.86,8,0,1,1.66,10,16,12.03,3,76.63,78.8,63.15,15.65,22,1,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,11.86,1,0,0,1
3450,13.003047970746117,77.47208527507303,17.52,9,1,1,7.42,8,31,14.09,2,25.86,19.64,7.05,18.81,10,0,0,1,0,1,0.8,too many rejected orders,0,0,13.73,0,0,0,1
2873,13.010639362011762,77.64549688641137,76.38,0,0,1,0.11,9,1,6.56,2,84.04,78.99,66.11,17.93,7,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,7.02,0,0,0,1
2528,12.965394788418704,77.64381033831519,2.21,10,8,1,21.9,3,46,5.61,0,0.01,6.63,0.0,6.63,5,0,0,1,1,0,1.0,genuine activity verified,0,0,5.38,0,0,1,1
2273,13.028836760752975,77.67009363785024,68.54,7,0,1,0.62,8,21,10.02,0,64.31,75.42,65.9,11.11,10,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,10.36,0,0,0,1
1136,13.026338775750606,77.59389887006871,61.33,7,0,0,2.37,8,12,5.62,0,56.72,65.5,61.78,8.77,14,1,0,1,0,1,0.8,worker not logged in,0,1,6.09,0,0,0,1
1175,12.981335956656022,77.54289460792009,69.31,6,0,1,0.0,8,17,5.79,0,73.11,67.63,67.19,5.91,10,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,5.71,0,0,0,1
2540,12.938724329138278,77.57781664629395,17.56,4,3,1,9.34,3,20,4.16,1,13.78,22.3,16.6,8.52,21,0,0,1,1,0,1.0,genuine activity verified,0,0,4.08,0,0,0,1
1010,13.034615065977421,77.59505698061446,51.46,0,0,1,0.08,10,1,7.03,2,55.18,37.39,61.81,24.41,6,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,7.01,0,0,0,1
1105,12.969159305958865,77.5543184710286,67.13,1,0,1,0.0,1,5,4.62,0,66.49,75.25,59.66,15.59,11,1,1,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,4.37,0,0,0,1
1547,12.976646607857239,77.66054298891895,96.03,5,0,0,0.0,6,16,7.47,3,96.58,91.93,99.58,7.65,15,1,0,0,0,1,0.8,worker not logged in,0,1,7.17,0,0,0,1
3210,12.958015798975739,77.68418011518575,112.51,7,0,1,0.52,9,16,10.34,0,110.48,118.87,108.18,10.69,11,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,9.82,1,0,0,1
2147,12.936008386948112,77.61373122802921,71.39,4,0,1,0.36,6,16,4.05,1,70.04,76.23,67.89,8.33,16,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,4.47,0,0,0,1
2773,13.019623677419276,77.73984103246624,32.09,1,0,0,0.42,3,5,17.14,0,32.63,26.31,37.32,11.01,11,0,0,1,0,1,0.8,worker not logged in,0,0,16.62,0,0,0,1
2028,12.996914732942292,77.54280132086102,90.65,5,0,1,1.19,6,13,6.94,0,93.31,84.96,93.67,8.71,17,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,6.28,0,0,0,1
1432,13.06192034689385,77.75507122663562,65.83,2,0,1,0.0,4,3,19.95,2,63.67,67.31,66.51,3.64,9,1,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,20.08,0,0,0,1
1927,13.093981249159873,77.59765227243396,52.07,4,0,1,0.52,5,13,13.03,5,51.69,44.47,60.06,15.59,19,1,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,13.61,0,1,1,1
1229,12.9281570566955,77.58303342406357,101.87,10,2,1,6.14,8,32,4.51,0,99.13,117.4,89.08,28.33,8,1,1,1,0,1,0.8,too many rejected orders,0,0,4.99,0,0,0,1
2925,12.921304701000746,77.61384696354698,17.65,11,7,0,15.57,5,55,5.81,3,25.07,19.93,7.96,17.11,9,0,0,0,0,1,0.8,worker not logged in,0,0,5.97,0,0,0,1
1458,12.992005548624538,77.57117153884043,83.58,6,0,1,0.79,8,13,4.11,1,80.11,90.26,80.37,10.15,9,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,3.4,0,0,0,1
1940,13.156311140292804,77.596862970854,35.09,11,6,1,18.42,8,40,20.0,2,29.82,31.82,43.64,13.82,4,0,0,1,0,1,0.8,too many rejected orders,0,1,20.54,0,0,1,0
3450,12.974183586277729,77.53690132596617,30.05,4,0,1,2.09,3,11,6.04,3,35.5,31.77,22.87,12.63,10,0,0,0,0,1,0.8,no deliveries completed,0,0,6.26,0,0,0,1
2479,12.994489696807491,77.6380834875701,71.84,9,3,1,10.33,7,30,5.12,2,65.4,78.79,71.34,13.39,18,1,0,1,0,1,0.8,too many rejected orders,0,1,5.36,0,0,0,1
2146,12.897858103301653,77.59042355835457,53.14,6,2,1,6.33,3,19,7.75,0,52.4,47.56,59.45,11.89,15,1,0,1,1,0,1.0,genuine activity verified,0,1,8.21,0,0,0,1
2357,12.94449953817233,77.64095203442535,30.57,7,4,1,14.07,3,24,6.16,0,32.91,31.14,27.66,5.25,22,0,0,1,1,0,1.0,genuine activity verified,0,0,5.86,0,0,0,0
2960,12.928655370834498,77.58655455288634,18.87,9,7,1,9.24,3,54,4.82,3,12.55,26.84,17.21,14.28,12,0,0,0,1,0,1.0,genuine activity verified,0,0,4.85,0,0,0,0
1636,12.895798166002086,77.58915201164864,81.85,8,0,1,1.67,9,13,9.18,2,77.13,81.21,87.21,10.07,12,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,8.45,1,0,0,0
2591,12.976279209360955,77.54610730286832,36.0,3,0,1,1.01,3,11,5.5,0,43.25,30.07,34.69,13.18,7,0,0,1,0,1,0.8,no deliveries completed,0,1,5.28,0,0,0,1
3181,12.881886895135583,77.62499027892072,106.23,5,0,1,0.0,6,19,10.8,1,108.46,109.19,101.05,8.13,8,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,10.51,1,0,0,0
2431,12.918712161356503,77.55956640183908,75.51,5,0,0,1.37,7,19,6.92,0,83.22,80.69,62.61,20.61,20,1,0,1,0,1,0.8,worker not logged in,0,0,7.0,0,0,0,1
2116,12.950112248239463,77.57514310507203,92.79,5,1,1,0.92,5,12,2.8,1,90.5,100.28,87.58,12.7,23,1,1,1,0,1,0.8,too many rejected orders,0,1,3.19,0,0,1,1
1362,13.014580576902752,77.75421063808291,14.91,0,0,1,0.13,7,0,17.64,1,20.22,10.95,13.56,9.27,15,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,17.94,0,0,0,1
1620,12.987456340088283,77.59944896734757,100.27,10,2,1,9.0,10,33,1.36,0,102.0,98.29,100.52,3.7,10,1,1,1,0,1,0.8,too many rejected orders,0,1,1.84,0,0,0,0
3365,12.9838232076761,77.52635612239129,80.83,8,0,1,1.89,10,28,7.84,2,81.95,80.28,80.26,1.69,19,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,7.52,0,0,0,0
2353,13.00735194983742,77.58536776538048,76.33,6,0,1,1.72,7,12,3.96,0,77.97,78.49,72.55,5.94,15,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,4.1,0,0,0,0
1753,13.001695349308507,77.62640920874574,66.65,10,5,1,12.35,7,45,5.14,2,77.31,59.56,63.06,17.75,9,1,0,1,0,1,0.8,too many rejected orders,0,1,4.8,0,0,0,1
2045,13.017232511574456,77.57946647861904,70.31,12,5,1,16.2,8,47,5.38,1,76.47,62.63,71.84,13.84,12,1,0,1,0,1,0.8,too many rejected orders,0,1,5.33,0,0,0,1
2445,12.971523263999638,77.58561072983147,23.02,11,10,1,19.01,2,51,0.87,2,22.42,21.75,24.91,3.16,12,0,0,1,1,0,1.0,genuine activity verified,0,0,0.97,0,0,0,0
2343,12.983738676032667,77.6010962420337,46.24,11,8,1,28.48,2,56,1.11,0,52.48,42.63,43.61,9.86,22,0,0,1,1,0,1.0,genuine activity verified,0,1,1.52,0,0,0,0
2749,12.992060548076768,77.58956158269812,25.08,7,6,1,11.39,1,32,2.45,3,24.19,35.88,15.17,20.72,0,0,0,0,1,0,1.0,genuine activity verified,0,0,2.34,0,0,1,1
1643,12.977266267895642,77.5533793799045,23.03,9,7,1,17.73,3,45,4.43,1,17.34,25.83,25.92,8.58,1,0,0,1,1,0,1.0,genuine activity verified,0,0,4.51,0,0,1,1
2623,12.955712227603318,77.59314615505332,15.24,2,1,1,2.8,1,8,2.09,3,21.32,7.65,16.73,13.67,5,0,0,0,1,0,1.0,genuine activity verified,0,0,1.77,0,0,1,1
2106,13.049938682333208,77.65888553239152,21.94,0,0,1,0.08,6,1,10.9,2,19.54,25.18,21.1,5.65,18,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,11.15,0,0,0,1
3351,12.938897664066802,77.55255296210932,71.99,7,2,0,5.41,4,23,6.05,0,85.85,52.52,77.61,33.33,7,1,0,1,0,1,0.8,worker not logged in,0,0,5.83,0,0,0,0
1394,12.988464673196393,77.57962072442056,69.61,7,1,1,4.82,8,22,3.05,0,75.42,68.46,64.94,10.47,8,1,1,1,0,1,0.8,too many rejected orders,0,1,2.48,0,0,0,0
1371,12.967839393036595,77.5393347470426,101.48,1,0,1,0.0,3,7,6.1,3,97.02,109.76,97.66,12.75,10,1,0,0,0,2,0.6,no deliveries completed; gps movement too low,0,1,6.0,0,0,0,1
2154,12.94507304997453,77.63225527801961,80.13,10,3,0,8.58,7,30,5.31,1,83.01,78.5,78.89,4.5,9,1,0,1,0,1,0.8,worker not logged in,0,1,5.03,0,0,0,0
2270,13.048347162731941,77.66472531336518,100.79,11,0,1,2.7,10,34,11.63,0,101.62,96.98,103.78,6.8,20,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,11.43,1,0,0,1
2727,12.92318405088869,77.56059201465577,25.93,9,7,1,24.64,4,40,7.19,1,18.56,32.86,26.37,14.29,22,0,0,1,1,0,1.0,genuine activity verified,0,0,6.52,0,0,0,0
2010,13.010753653649488,77.59829062400573,28.27,9,6,1,14.38,4,45,4.5,2,32.47,23.11,29.22,9.36,10,0,0,1,1,0,1.0,genuine activity verified,0,0,4.37,0,0,0,1
3284,12.974744706781271,77.54645599140419,68.54,0,0,1,0.06,6,1,5.47,0,63.89,78.23,63.49,14.75,13,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,5.23,0,0,0,1
2185,12.93708799921707,77.55326017874158,67.25,7,1,1,3.5,8,12,5.89,1,54.08,82.78,64.88,28.7,9,1,0,1,0,1,0.8,too many rejected orders,0,0,5.9,0,0,0,1
1323,13.003941909984082,77.53619465880593,105.74,12,3,1,8.84,10,34,7.01,0,105.0,105.45,106.76,1.76,22,1,0,1,0,1,0.8,too many rejected orders,0,1,7.28,0,0,0,1
1298,12.949182047608225,77.5519288304977,59.02,15,8,0,25.62,9,45,4.83,0,51.82,69.66,55.57,17.84,10,1,1,1,0,1,0.8,worker not logged in,0,1,5.25,0,0,0,0
3433,12.915339974919512,77.64889350335999,29.86,5,5,1,8.25,2,27,9.03,1,28.66,22.94,37.98,15.04,21,0,0,1,1,0,1.0,genuine activity verified,0,0,8.59,0,0,0,1
1335,13.012448891568766,77.5652752667487,55.86,12,7,1,21.14,8,42,5.19,1,52.98,46.97,67.62,20.65,7,1,0,1,0,1,0.8,too many rejected orders,0,0,5.54,0,0,0,1
3369,12.950116120417356,77.61324900490605,43.55,6,6,1,14.36,3,31,3.39,0,49.89,33.49,47.26,16.4,10,0,0,1,1,0,1.0,genuine activity verified,0,1,3.13,0,0,0,1
1695,12.95524403639165,77.56114794320176,56.69,4,0,1,0.29,4,15,4.2,1,59.21,63.36,47.51,15.85,1,1,1,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,4.06,0,0,1,0
1233,12.973247200813967,77.62498134983053,56.48,4,1,1,3.78,5,15,3.62,1,61.84,58.28,49.34,12.5,12,1,1,1,0,1,0.8,too many rejected orders,0,1,3.3,0,0,0,0
1761,13.017303568911606,77.55355671996274,74.42,4,0,1,0.0,5,12,6.57,0,72.63,71.07,79.56,8.48,0,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,6.75,0,0,1,1
2536,12.972401491634653,77.59616911711046,13.88,6,6,1,18.31,0,35,0.0,4,20.02,6.65,14.97,13.36,7,0,0,0,1,0,1.0,genuine activity verified,0,0,0.19,0,1,0,1
2069,12.923635314954192,77.59671405239476,88.01,7,0,0,0.71,9,23,5.47,2,98.19,90.12,75.74,22.46,10,1,0,1,0,1,0.8,worker not logged in,0,0,5.34,0,0,0,1
2963,13.038880826538454,77.73371008445608,9.43,10,4,1,7.86,6,39,16.72,4,14.48,6.89,6.93,7.6,21,0,0,0,0,1,0.8,too many rejected orders,0,0,16.83,0,1,0,1
2527,12.952200411029532,77.6198170115192,69.75,0,0,1,0.07,8,0,3.05,2,79.8,62.58,66.88,17.22,8,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,3.48,0,0,0,1
2001,13.04711695886118,77.57088383942683,63.32,9,2,1,7.33,7,32,9.46,0,66.59,58.75,64.63,7.84,3,1,0,1,0,1,0.8,too many rejected orders,0,1,8.78,0,0,1,1
2586,12.971555211120085,77.62200195854602,88.7,7,0,0,0.0,9,18,2.69,2,88.8,86.74,90.56,3.82,17,1,1,1,0,1,0.8,worker not logged in,0,1,2.97,0,0,0,0
3428,12.928389384912691,77.7379269155202,1.41,10,2,1,7.61,8,30,15.91,0,4.22,0.0,0.0,4.22,15,0,0,1,0,1,0.8,too many rejected orders,0,0,16.26,0,0,0,1
