Rainfall,AQI,Traffic,Temperature,Humidity,Snow_Ice,Thunderstorm,Flooding,Extreme_Heat,Severe_Pollution,Curfew,Market_Closure,Platform_Downtime,Delivery_Time,Orders,Payout
103.41,302,0.76,26.8,81,0,0,1,0,0,1,0,0,177.11,104,1023.43
35.55,140,0.71,2.6,13,0,0,0,0,0,0,0,0,55.18,369,0.0
105.75,373,0.42,3.9,36,0,0,0,0,0,0,0,0,55.56,336,183.62
33.24,59,0.1,14.9,98,0,0,0,0,0,0,0,0,33.49,525,0.0
98.12,473,0.96,2.9,77,0,0,1,0,1,0,0,0,113.32,62,790.02
138.89,282,0.66,-12.7,97,0,0,1,0,0,0,0,0,115.28,76,758.2
10.49,47,0.98,21.8,36,0,0,0,0,0,0,0,0,60.87,339,0.0
164.68,2,0.66,-13.7,54,0,0,0,0,0,0,0,0,79.65,187,415.52
163.17,370,0.11,43.6,98,0,1,0,0,0,0,0,0,65.33,327,434.19
96.52,188,0.27,47.9,86,0,1,1,1,0,0,0,0,108.93,237,808.29
138.49,367,0.7,51.7,76,0,1,0,1,0,0,0,0,90.27,217,565.14
93.19,30,0.99,38.1,31,0,1,0,0,0,0,0,0,85.63,212,413.07
78.68,371,0.38,23.4,17,0,1,0,0,0,0,0,0,62.1,386,341.29
97.26,263,0.85,-15.5,40,0,0,0,0,0,0,0,0,77.09,241,323.39
159.75,381,0.58,-12.6,77,1,0,1,0,0,0,0,0,145.56,5,1096.2
100.57,25,0.92,-10.3,68,0,0,0,0,0,0,0,0,77.44,219,302.36
129.8,97,0.74,-1.5,48,0,0,1,0,0,0,0,0,111.12,70,691.18
99.15,345,0.32,-12.8,10,0,0,0,0,0,0,0,0,57.47,371,312.73
173.54,490,0.78,1.4,39,1,0,0,0,1,0,0,0,108.33,44,715.44
190.65,336,0.82,28.4,33,0,1,0,0,0,0,0,0,94.3,109,592.47
33.01,412,0.78,10.9,29,0,0,0,0,1,0,0,0,57.25,355,69.6
42.21,479,0.95,21.3,65,0,0,0,0,1,0,0,0,64.58,299,123.2
124.64,328,0.32,4.5,29,0,0,1,0,0,0,0,0,94.9,183,582.25
63.33,313,0.61,-9.4,32,0,0,0,0,0,0,0,0,60.55,352,242.0
196.1,137,0.84,43.3,97,0,0,1,0,0,0,0,0,123.81,5,642.69
23.2,138,0.71,-7.0,100,0,0,0,0,0,0,0,0,56.83,387,110.0
159.09,386,0.87,-13.4,27,1,0,1,0,0,0,0,0,156.01,5,1033.91
168.93,152,0.18,-20.0,38,1,0,1,0,0,0,0,0,136.64,51,1112.19
126.9,119,0.61,14.2,98,0,0,0,0,0,0,0,1,65.38,257,371.95
153.24,264,0.65,42.2,32,0,1,0,0,0,0,0,0,82.74,207,531.92
180.69,429,0.39,5.8,17,0,0,0,0,1,1,0,0,135.75,231,936.23
54.36,30,0.12,42.2,75,0,1,0,0,0,0,0,0,49.35,488,363.18
122.98,176,0.34,1.4,74,1,0,0,0,0,0,0,0,85.35,230,527.26
106.24,47,0.53,40.0,30,0,1,0,0,0,0,0,0,71.49,308,353.61
26.7,375,0.92,51.8,83,0,0,0,1,0,0,0,0,69.2,329,182.0
50.14,335,0.89,38.6,14,0,1,0,0,0,0,0,0,75.67,302,357.99
192.82,123,0.82,-7.5,72,1,0,0,0,0,0,1,0,116.37,5,1004.08
143.57,397,0.15,-8.4,97,0,0,1,0,0,0,0,0,95.99,197,799.44
0.04,345,0.36,23.3,83,0,0,0,0,0,0,0,0,37.61,509,0.0
17.06,65,0.81,-6.1,34,1,0,0,0,0,0,0,0,88.96,271,408.93
171.98,386,0.53,51.2,72,0,1,0,1,0,0,0,0,89.35,209,661.72
148.99,160,0.45,7.5,52,0,0,0,0,0,0,0,0,63.1,264,248.49
44.3,413,0.1,26.5,63,0,0,0,0,1,0,0,0,35.14,508,70.4
184.28,339,0.84,-16.9,23,1,0,1,0,0,0,0,0,160.49,5,1097.02
79.5,441,0.17,16.0,89,0,1,0,0,1,0,0,0,54.88,438,484.28
150.5,467,0.6,32.5,62,0,1,0,0,1,0,0,0,80.58,224,609.22
192.48,476,0.49,34.5,95,0,0,1,0,1,0,0,0,111.02,38,932.24
11.29,264,0.71,40.5,98,0,0,0,0,0,0,0,0,51.54,405,0.0
130.61,465,0.73,42.6,64,0,1,1,0,1,0,0,0,122.14,71,985.42
159.52,458,0.22,-1.6,99,0,0,1,0,1,0,0,0,97.43,155,758.89
54.06,176,0.56,6.5,8,0,0,0,0,0,0,0,0,52.71,378,106.09
92.06,36,0.75,-9.2,76,0,0,0,0,0,0,0,0,69.66,274,284.09
12.45,341,0.14,-11.2,77,1,0,0,0,0,0,0,0,67.37,446,400.69
24.2,181,0.64,39.8,68,0,0,0,0,0,0,0,0,51.03,403,0.0
30.56,401,0.29,-6.1,34,0,0,0,0,1,0,0,0,42.78,481,166.3
167.84,172,0.98,1.0,43,0,0,0,0,0,0,0,0,84.48,103,276.76
52.06,346,0.34,38.0,49,0,0,0,0,0,0,0,0,44.71,436,103.09
13.77,366,0.24,14.1,41,0,0,0,0,0,0,0,0,35.47,519,0.0
62.2,32,0.22,-12.2,28,1,0,0,0,0,0,0,0,78.13,351,581.64
90.77,255,0.3,3.6,64,0,0,0,0,0,0,0,0,49.12,388,161.16
51.74,78,0.4,-12.1,26,1,0,0,0,0,0,0,0,82.81,322,543.85
55.83,338,0.14,24.5,58,0,0,0,0,0,0,0,0,38.27,481,108.75
85.93,366,0.75,32.5,60,0,1,0,0,0,0,0,0,76.14,283,397.68
130.7,356,0.98,51.7,79,0,0,0,1,0,0,0,0,86.91,158,401.55
67.45,444,0.9,22.0,37,0,1,0,0,1,0,0,0,78.62,273,437.34
138.27,419,0.5,18.2,56,0,1,1,0,1,0,0,0,115.24,117,986.91
109.93,315,0.94,30.4,65,0,1,0,0,0,0,0,0,86.39,200,414.51
89.2,290,0.93,-16.2,74,1,0,0,0,0,0,0,0,109.03,133,587.61
89.31,248,0.93,-6.4,18,1,0,0,0,0,0,0,0,104.15,133,606.43
83.38,484,0.32,11.0,59,0,0,0,0,1,0,0,0,48.71,394,277.27
7.56,457,0.75,-8.1,70,1,0,0,0,1,0,0,0,86.43,301,543.59
172.33,469,0.33,-0.4,46,1,0,1,0,1,0,0,0,132.6,9,1023.52
127.48,445,0.71,32.8,36,0,0,1,0,1,0,0,0,108.97,81,634.95
163.47,344,0.92,47.4,8,0,0,0,1,0,0,0,0,89.72,124,386.2
183.49,184,0.6,7.7,31,0,0,0,0,0,0,0,0,73.52,174,300.24
30.18,28,0.74,-1.7,20,1,0,0,0,0,0,0,0,86.28,269,293.88
66.25,492,0.43,-1.4,61,1,0,0,0,1,0,0,0,80.69,293,567.86
198.49,299,0.83,37.3,79,0,1,0,0,0,0,0,0,95.82,94,584.8
172.56,497,0.83,-15.5,51,1,0,0,0,1,0,0,0,117.68,33,834.43
39.48,295,0.19,5.5,83,0,0,0,0,0,0,0,0,37.57,493,0.0
112.77,209,0.4,36.6,90,0,1,1,0,0,0,0,0,107.92,180,862.34
28.24,306,0.39,16.6,48,0,0,0,0,0,0,0,0,42.89,460,0.0
148.47,445,0.9,26.2,55,0,0,1,0,1,0,0,0,118.77,5,723.06
51.3,411,0.48,8.2,97,0,0,0,0,1,0,0,0,49.49,403,170.75
89.15,304,0.2,-15.1,11,0,0,0,0,0,0,0,0,52.92,416,309.23
162.35,443,0.55,36.1,13,0,1,1,0,1,0,0,0,120.6,68,903.53
186.69,79,0.83,47.3,12,0,0,1,1,0,0,0,0,130.05,5,804.02
25.52,45,0.54,24.9,36,0,0,0,0,0,0,0,0,47.73,426,0.0
147.05,328,0.85,-5.8,57,1,0,0,0,0,0,0,0,109.71,66,646.01
163.59,143,0.95,44.6,20,0,1,1,0,0,0,0,0,134.79,5,852.43
75.09,339,0.79,-9.0,73,1,0,0,0,0,0,0,0,98.41,189,548.22
96.69,295,0.44,36.4,75,0,1,1,0,0,0,0,0,106.9,194,732.8
139.1,432,0.43,26.5,50,0,1,1,0,1,0,0,0,112.91,133,1015.23
85.51,36,0.47,19.1,93,0,1,1,0,0,0,0,0,106.28,204,665.67
41.05,52,0.56,-16.2,34,1,0,0,0,0,0,0,0,88.86,298,480.91
199.85,445,0.22,41.7,49,0,1,1,0,1,0,0,0,114.68,95,1179.69
1.38,204,0.74,19.3,40,0,0,0,0,0,0,0,0,51.11,412,0.0
89.77,452,0.48,-3.7,54,1,0,1,0,1,0,1,0,127.12,95,1143.02
176.26,350,0.16,19.4,56,0,1,0,0,0,0,0,0,69.04,295,589.0
106.05,97,0.9,22.2,96,0,1,0,0,0,0,0,0,84.41,215,386.67
155.07,452,0.99,2.6,44,0,0,0,0,1,0,0,0,82.91,119,359.21
128.85,279,0.14,-6.6,91,1,0,1,0,0,0,0,0,122.53,121,966.56
197.9,283,0.67,47.6,69,0,0,1,1,0,0,0,0,126.14,5,835.41
197.68,302,0.86,9.6,34,0,0,1,0,0,0,0,0,124.75,5,643.19
35.88,33,0.56,-0.2,29,1,0,0,0,0,0,0,0,80.08,306,259.42
37.41,9,0.46,44.4,37,0,0,0,0,0,0,0,0,46.71,428,0.0
169.24,159,0.35,39.0,38,0,1,1,0,0,0,0,0,114.64,108,908.9
16.4,496,0.66,27.8,53,0,0,0,0,1,0,0,0,50.56,410,136.8
148.8,160,0.15,49.8,90,0,0,0,1,0,0,0,0,60.57,339,400.2
81.12,154,0.95,1.8,46,1,0,1,0,0,0,0,0,140.42,5,725.66
191.95,9,0.86,38.8,66,0,1,0,0,0,0,0,0,95.89,97,599.59
54.73,271,0.98,10.1,79,0,0,0,0,0,0,0,0,67.51,272,107.09
163.33,370,0.59,-19.9,20,1,0,1,0,0,0,0,0,150.1,5,1184.6
130.03,406,0.28,46.0,33,0,0,1,1,1,0,0,0,102.3,184,797.36
56.84,275,0.68,39.2,80,0,1,0,0,0,0,0,0,69.33,344,408.84
72.97,249,0.57,47.0,62,0,1,0,1,0,0,0,0,75.9,348,513.46
31.99,71,0.2,-13.2,55,1,0,0,0,0,0,0,0,73.4,402,413.72
23.12,152,0.39,49.9,58,0,0,0,1,0,0,0,0,50.12,467,153.5
191.6,90,0.18,3.1,75,0,0,0,0,0,0,0,0,60.04,267,312.4
94.28,187,0.36,20.4,53,0,1,1,0,0,0,0,0,103.74,218,788.24
152.91,27,0.82,43.5,74,0,0,1,0,0,0,0,0,116.64,15,600.52
178.68,205,0.52,39.1,86,0,1,1,0,0,0,0,0,122.0,51,922.35
172.5,398,0.11,32.2,50,0,0,0,0,0,0,0,0,54.73,313,283.75
78.19,14,0.58,30.1,36,0,1,0,0,0,0,0,0,69.03,337,333.75
18.68,41,0.2,-19.5,92,1,0,0,0,0,0,0,0,74.55,421,462.69
181.77,139,0.94,16.7,16,0,1,1,0,0,0,0,0,137.17,5,853.96
29.94,176,0.91,-3.3,38,0,0,0,0,0,0,0,0,62.99,327,0.0
23.04,132,0.79,-4.2,7,1,0,0,0,0,0,0,0,88.21,267,349.45
187.38,409,0.47,26.5,45,0,1,0,0,1,0,0,0,81.56,201,622.88
40.12,133,0.59,19.3,38,0,1,0,0,0,0,0,0,63.67,392,170.9
142.91,312,0.23,-14.0,29,1,0,1,0,0,0,0,0,131.49,78,1068.99
101.67,486,0.38,-16.7,40,1,0,0,0,1,0,0,0,91.9,252,727.28
11.09,354,0.93,48.7,48,0,0,0,1,0,0,0,0,67.21,350,135.5
53.53,184,0.33,30.6,79,0,1,0,0,0,0,0,0,56.58,437,265.09
43.86,246,0.76,-14.2,17,0,0,0,0,0,0,0,0,65.28,344,146.0
187.63,113,0.91,2.4,65,0,0,1,0,0,0,0,0,124.99,5,694.46
5.78,195,0.13,4.6,32,0,0,0,0,0,0,0,0,30.42,558,0.0
39.5,113,0.86,10.9,55,0,0,0,0,0,0,0,0,61.02,325,0.0
102.51,273,0.32,21.0,14,0,0,0,0,0,0,0,0,51.58,366,178.77
82.7,271,0.32,34.1,41,0,0,0,0,0,0,0,0,48.61,395,149.05
77.12,37,0.91,-13.4,41,0,0,0,0,0,0,0,1,75.12,256,463.0
144.77,169,0.77,11.3,40,0,0,0,0,0,0,0,0,73.67,190,242.16
163.21,369,0.74,41.1,30,0,0,1,0,0,0,0,0,115.38,20,701.48
195.19,312,0.6,20.6,49,0,0,0,0,0,0,0,0,75.28,157,317.78
164.31,415,0.69,-1.1,91,1,0,0,0,1,0,0,0,104.35,81,635.43
179.25,414,0.64,-19.4,72,1,0,1,0,1,0,0,0,153.99,5,1172.33
34.87,426,0.55,2.6,55,0,0,0,0,1,0,0,0,49.48,410,80.8
107.75,386,0.81,8.8,37,0,0,0,0,0,0,0,0,69.51,235,186.62
69.34,463,0.73,30.4,64,0,0,0,0,1,0,0,0,60.95,313,239.41
37.1,54,0.55,22.0,47,0,0,0,0,0,0,0,0,49.81,406,0.0
4.34,493,0.21,-0.9,58,1,0,0,0,1,0,0,0,63.45,440,462.29
52.63,334,0.46,26.4,61,0,1,0,0,0,0,0,0,60.99,406,324.12
112.17,191,0.99,28.9,99,0,1,1,0,0,0,0,0,128.48,34,799.43
85.11,155,0.34,0.1,56,1,0,1,0,0,0,0,0,119.67,137,802.76
82.6,25,0.38,48.4,61,0,1,1,1,0,0,0,0,110.69,231,844.43
9.43,329,0.39,-9.2,9,1,0,0,0,0,0,0,0,74.66,388,403.23
26.71,278,0.93,16.8,70,0,0,0,0,0,0,1,0,61.56,327,209.61
140.75,350,0.91,43.2,84,0,1,0,0,0,0,0,0,89.96,161,531.43
173.48,249,0.87,-7.1,86,0,0,1,0,0,0,0,0,125.02,5,882.06
91.0,25,0.29,41.6,98,0,1,0,0,0,0,0,0,60.8,391,430.3
127.54,101,0.99,6.5,35,0,0,0,0,0,0,0,0,78.78,161,216.31
17.54,95,0.75,-12.1,61,1,0,0,0,0,0,0,0,89.93,286,480.53
10.26,120,0.76,-18.9,98,1,0,0,0,0,0,0,0,92.59,294,471.71
38.32,251,0.55,49.1,36,0,0,0,1,0,0,0,0,58.0,405,141.5
130.81,452,0.84,23.0,13,0,1,0,0,1,0,0,0,86.02,193,598.01
101.02,354,0.72,25.3,23,0,0,1,0,0,0,0,0,105.35,118,572.11
169.6,288,0.61,22.7,31,0,1,0,0,0,0,0,0,83.79,193,529.69
35.79,164,0.43,41.5,85,0,0,0,0,0,0,0,0,45.42,438,0.0
7.82,477,0.59,48.1,33,0,0,0,1,1,0,0,0,54.82,440,248.1
167.03,129,0.97,-3.4,62,0,0,0,0,0,0,0,0,85.7,106,275.55
78.31,89,0.18,49.3,10,0,0,0,1,0,0,0,0,51.05,437,286.96
46.08,76,0.58,18.1,88,0,0,0,0,0,0,0,0,52.21,385,0.0
137.57,185,0.72,40.2,20,0,0,0,0,0,0,0,0,70.84,213,231.35
75.24,394,0.81,-1.7,49,1,0,0,0,0,0,0,0,95.49,184,423.21
146.2,483,0.36,23.1,9,0,1,0,0,1,0,0,0,71.53,290,644.03
1.75,261,0.63,-2.8,64,1,0,0,0,0,0,0,0,78.71,339,295.32
8.99,423,0.66,24.8,66,0,0,0,0,1,0,0,0,49.45,421,78.4
10.6,327,0.79,28.9,25,0,0,0,0,0,0,0,0,54.24,386,0.0
168.69,307,0.78,12.2,23,0,0,1,0,0,0,0,0,117.6,5,742.78
42.03,376,0.21,42.0,13,0,0,0,0,0,0,0,0,38.65,484,0.0
4.26,136,0.11,9.9,47,0,0,0,0,0,0,0,0,29.49,566,0.0
159.81,70,0.42,20.3,46,0,0,1,0,0,0,0,0,103.67,105,570.06
145.11,73,0.61,46.9,16,0,1,0,1,0,0,0,1,88.12,229,670.9
147.76,114,0.58,29.7,87,0,1,0,0,0,0,0,0,79.46,233,482.25
40.85,38,0.43,27.7,8,0,0,0,0,0,0,0,0,46.18,431,0.0
70.82,135,0.27,13.8,49,0,0,0,0,0,0,1,0,45.07,426,340.83
188.89,345,0.62,28.2,14,0,1,0,0,0,0,0,0,87.03,161,538.4
161.9,42,0.17,33.3,36,0,1,1,0,0,0,0,0,107.23,164,792.76
139.32,191,0.32,4.4,92,0,0,1,0,0,0,1,0,97.1,161,999.44
131.52,118,0.75,43.5,83,0,0,0,0,0,0,0,0,70.98,215,222.28
86.37,310,0.67,4.9,83,0,0,1,0,0,0,0,0,101.41,152,493.6
15.04,309,0.96,48.3,27,0,0,0,1,0,0,0,0,68.86,337,129.5
52.98,349,0.23,26.0,42,0,1,0,0,0,0,0,0,53.0,463,383.66
116.65,218,0.13,50.0,40,0,0,0,1,0,0,0,0,55.05,392,354.98
52.72,299,0.9,48.2,35,0,1,0,1,0,0,0,0,84.41,295,407.13
181.84,4,0.74,21.9,6,0,1,0,0,0,0,0,0,90.18,142,490.16
187.87,471,0.18,51.8,78,0,1,1,1,1,0,0,0,119.48,123,1264.39
108.85,352,0.62,-3.9,15,1,0,1,0,0,0,0,0,134.98,31,847.63
145.86,456,0.56,38.2,34,0,0,1,0,1,0,0,0,106.48,91,664.64
72.96,227,0.52,36.4,65,0,1,0,0,0,0,0,0,66.14,360,288.57
188.03,212,0.3,23.3,49,0,1,1,0,0,0,0,0,115.7,92,902.89
31.68,282,0.29,38.1,56,0,0,0,0,0,0,0,0,39.9,479,0.0
30.77,312,0.24,48.3,65,0,0,0,1,0,0,0,0,46.02,493,129.5
47.68,139,0.42,42.6,23,0,1,0,0,0,0,0,0,58.85,423,263.24
193.83,416,0.68,30.6,98,0,1,1,0,1,0,0,0,129.87,5,1010.21
139.1,360,0.62,26.1,33,0,1,0,0,0,0,0,0,79.56,236,413.93
55.98,238,0.51,45.6,78,0,1,0,1,0,0,0,0,71.25,388,495.41
66.01,299,0.64,12.1,81,0,0,0,0,0,0,0,0,57.3,340,124.02
13.57,275,0.55,47.5,60,0,0,0,1,0,0,0,0,54.29,442,117.5
86.89,154,0.72,19.2,89,0,1,1,0,0,0,0,1,115.23,139,846.83
3.81,437,0.47,45.6,82,0,0,0,1,1,0,0,0,50.02,476,178.6
68.85,286,0.23,40.6,21,0,0,0,0,0,0,0,0,43.38,439,128.27
168.25,415,0.93,10.3,34,0,0,0,0,1,0,0,0,82.79,115,349.38
173.71,210,0.43,-0.8,90,0,0,0,0,0,0,0,0,66.51,231,285.56
10.98,366,0.29,12.1,29,0,0,0,0,0,0,0,0,36.8,511,0.0
102.78,204,0.28,-7.5,42,0,0,0,0,0,0,0,0,53.97,375,291.67
101.38,449,0.8,4.5,39,0,0,1,0,1,0,0,0,108.21,97,711.25
194.13,115,0.14,50.2,83,0,1,1,1,0,0,0,0,119.02,123,1181.97
69.53,208,0.51,-9.0,31,1,0,0,0,0,0,0,0,87.78,268,533.55
92.31,6,0.84,50.6,71,0,0,0,1,0,0,0,0,76.25,251,327.47
166.22,238,0.24,25.9,47,0,1,1,0,0,0,0,0,110.33,140,892.29
173.85,204,0.95,6.8,27,0,0,1,0,0,0,0,0,124.33,5,598.45
44.81,117,0.42,7.1,38,0,0,0,0,0,0,0,0,46.42,427,0.0
109.28,5,0.44,-1.6,60,1,0,1,0,0,0,0,0,127.59,76,963.09
23.38,124,0.48,35.1,82,0,0,0,0,0,0,0,0,45.31,444,0.0
173.68,155,0.49,41.8,48,0,1,0,0,0,0,0,0,80.2,216,525.28
154.16,82,0.24,-12.1,21,1,0,0,0,0,0,0,0,92.57,208,672.98
132.41,497,0.9,40.7,43,0,1,1,0,1,0,0,0,128.36,26,944.26
129.2,127,0.35,16.3,79,0,1,1,0,0,0,0,0,108.63,168,826.17
81.0,180,0.21,48.7,65,0,1,0,1,0,0,0,0,64.5,426,526.94
103.88,192,0.26,37.4,96,0,1,1,0,0,0,1,0,101.68,229,871.55
120.85,239,0.89,-10.7,100,1,0,0,0,0,0,0,0,109.63,96,658.89
35.37,180,0.27,13.6,7,0,0,0,0,0,0,0,0,39.76,479,0.0
33.91,284,0.77,44.2,79,0,0,0,0,0,0,0,0,57.04,356,0.0
145.79,198,0.98,28.6,90,0,1,1,0,0,0,0,0,133.17,5,828.63
119.9,203,0.71,23.1,75,0,0,0,0,0,0,0,0,67.83,242,204.85
154.65,342,0.76,17.5,79,0,1,0,0,0,0,0,0,86.8,178,555.58
117.34,345,0.67,15.0,38,0,0,1,0,0,0,0,0,106.05,106,655.55
30.34,76,0.81,-13.5,14,1,0,0,0,0,0,0,0,94.65,251,398.44
75.8,293,0.85,44.5,9,0,0,0,0,0,0,0,0,66.12,273,138.7
193.25,26,0.92,49.9,70,0,0,1,1,0,0,0,0,134.19,5,796.73
159.31,158,0.51,-6.1,49,1,0,1,0,0,0,0,0,139.8,5,1129.59
8.11,89,0.41,-4.1,22,0,0,0,0,0,0,1,0,42.62,485,284.68
117.9,90,0.65,-1.8,47,1,0,0,0,0,0,0,0,96.34,160,508.06
141.23,213,0.78,45.8,65,0,1,0,1,0,1,0,0,163.48,193,1169.74
161.13,368,0.97,-15.4,83,1,0,1,0,0,0,0,0,160.82,5,1107.3
122.35,206,0.53,33.5,50,0,1,1,0,0,0,0,0,113.9,133,968.61
11.18,261,0.23,-16.6,35,0,0,0,0,0,0,0,0,43.03,525,158.0
31.24,367,0.13,-18.0,28,1,0,0,0,0,0,0,0,73.24,420,489.9
130.8,74,0.2,19.5,71,0,1,0,0,0,0,0,0,63.62,353,399.62
81.21,60,0.82,-1.9,24,1,0,0,0,0,0,0,0,96.83,173,467.33
39.41,324,0.63,-6.7,53,1,0,0,0,0,0,0,0,86.31,283,397.16
163.95,483,0.11,7.9,85,0,0,1,0,1,0,0,0,93.44,176,862.3
56.27,413,0.86,48.1,45,0,1,0,1,1,0,0,0,83.54,300,469.56
150.78,265,0.96,-18.4,40,1,0,0,0,0,0,0,0,120.42,33,719.28
87.94,155,0.14,-16.6,10,1,0,1,0,0,0,0,0,121.39,183,954.47
120.57,490,0.44,10.4,65,0,0,0,0,1,0,0,0,58.49,309,337.86
159.42,199,0.91,38.2,80,0,1,1,0,0,0,0,0,132.76,5,816.36
196.1,346,0.21,11.9,76,0,0,0,0,0,0,0,0,61.77,253,319.15
33.87,213,0.17,24.3,30,0,0,0,0,0,0,0,0,36.03,506,0.0
9.4,449,0.38,24.9,95,0,0,0,0,1,0,0,0,39.71,490,99.2
186.84,219,0.32,33.0,89,0,1,0,0,0,0,0,0,76.23,239,469.09
8.13,59,0.93,17.6,31,0,0,0,0,0,0,0,0,58.77,355,0.0
23.42,361,0.72,-0.8,22,1,0,0,0,0,0,0,0,84.11,284,264.86
123.52,254,0.36,17.0,67,0,1,1,0,0,0,0,0,108.13,174,861.8
164.58,77,0.15,15.7,57,0,0,0,0,0,0,0,0,54.94,315,271.87
127.0,377,0.19,29.3,8,0,0,1,0,0,0,0,0,90.7,212,592.21
13.99,34,0.44,32.9,52,0,0,0,0,0,0,0,0,42.5,469,0.0
97.59,7,0.34,30.7,58,0,1,1,0,0,0,0,0,103.54,218,764.51
1.53,494,0.2,4.2,86,0,0,0,0,1,0,0,0,32.23,547,135.2
88.73,451,0.4,43.8,96,0,1,1,0,1,0,0,0,104.31,216,829.58
31.13,206,0.78,3.8,36,0,0,0,0,0,0,0,0,56.97,358,0.0
11.74,489,0.86,42.7,48,0,0,0,0,1,0,0,0,56.86,367,131.2
55.37,207,0.7,-17.0,95,0,0,0,0,0,0,0,0,66.31,341,268.06
180.99,321,0.46,0.4,77,1,0,0,0,0,0,0,0,98.25,113,551.59
172.23,19,0.34,-3.9,71,1,0,0,0,0,0,0,0,94.68,156,543.87
78.5,65,0.97,-6.7,69,0,0,0,0,0,0,0,0,74.07,239,251.25
11.89,297,0.14,49.8,71,0,0,0,1,0,0,0,0,39.68,547,152.0
10.31,305,0.19,11.0,46,0,0,0,0,0,0,0,0,33.2,537,0.0
82.79,482,0.55,48.8,57,0,0,0,1,1,0,0,0,64.67,338,411.78
90.41,376,0.87,14.4,86,0,0,1,0,0,0,0,0,109.01,96,523.58
87.52,112,0.15,8.7,90,0,0,1,0,0,0,0,0,83.38,281,589.96
95.95,395,0.87,49.1,23,0,0,1,1,0,0,0,0,117.84,88,670.09
133.89,195,0.36,34.4,73,0,1,1,0,0,0,0,0,109.68,159,919.96
56.73,115,0.59,41.6,75,0,0,0,0,0,0,0,0,54.16,367,110.09
32.42,122,0.34,44.6,7,0,0,0,0,0,0,0,0,41.76,466,0.0
38.19,307,0.79,-14.0,62,1,0,0,0,0,0,0,0,95.38,245,462.93
83.44,29,0.29,22.2,53,0,0,0,0,0,0,0,0,47.67,402,150.16
88.24,48,0.14,21.9,95,0,0,0,0,0,0,0,0,43.14,432,157.36
158.87,196,0.54,18.8,34,0,1,1,0,0,0,0,0,119.73,76,751.36
164.87,239,0.72,0.1,68,1,0,0,0,0,0,0,0,104.93,72,596.67
161.81,214,0.99,25.3,20,0,1,0,0,0,0,0,0,95.92,109,501.67
132.01,99,0.93,-8.3,67,1,0,0,0,0,0,0,0,111.5,69,599.2
184.59,425,0.15,35.7,28,0,1,1,0,1,0,0,0,109.94,135,940.25
108.28,312,0.52,-17.0,12,1,0,1,0,0,0,0,0,137.94,57,1152.71
103.86,268,0.89,40.3,51,0,1,0,0,0,0,0,0,83.73,221,404.58
25.22,115,0.9,26.6,10,0,0,0,0,0,0,0,0,60.28,337,0.0
102.06,384,0.54,27.1,78,0,1,0,0,0,0,0,0,71.21,311,335.35
146.68,445,0.58,39.7,39,0,0,1,0,1,0,0,0,107.3,84,677.89
68.72,280,0.19,40.6,81,0,0,0,0,0,0,0,0,41.96,449,128.08
178.22,340,0.95,-19.1,43,0,0,1,0,0,0,0,0,134.53,5,839.9
12.25,449,0.9,19.2,78,0,0,0,0,1,0,0,0,58.34,356,99.2
44.27,43,0.41,44.3,58,0,1,0,0,0,0,0,0,57.99,431,219.73
126.54,242,0.67,27.8,96,0,0,0,0,0,0,0,0,67.43,242,214.81
81.44,198,0.55,34.9,18,0,0,1,0,0,0,0,0,96.47,190,477.84
32.26,252,0.84,10.3,57,0,0,0,0,0,0,0,0,59.24,341,0.0
165.14,207,0.81,-13.9,13,0,0,0,0,0,0,0,0,85.07,149,417.21
71.26,60,0.76,7.3,86,0,0,0,0,0,0,0,0,62.29,303,131.89
45.87,378,0.97,14.7,74,0,0,0,0,0,0,0,0,65.83,288,0.0
94.32,375,0.21,-10.0,19,0,0,0,0,0,0,0,0,51.5,406,291.48
198.91,63,0.31,12.4,91,0,0,1,0,0,0,0,0,105.69,74,774.89
2.62,236,0.96,-7.4,47,1,0,0,0,0,0,0,0,92.69,256,396.58
34.13,1,0.47,-18.0,31,1,0,0,0,0,0,0,0,85.57,331,424.93
133.79,281,0.71,8.2,64,0,0,0,0,0,0,0,0,69.92,221,225.69
76.78,15,0.83,1.7,93,1,0,0,0,0,0,0,0,95.57,177,430.12
100.69,6,0.23,5.4,36,0,0,0,0,0,0,0,0,48.15,391,176.03
12.18,137,0.44,34.3,10,0,0,0,0,0,0,0,0,42.23,471,0.0
121.88,469,0.67,9.9,39,0,0,0,0,1,0,0,0,66.73,249,323.02
137.55,264,0.52,22.7,98,0,0,1,0,0,0,0,0,103.83,113,650.96
199.66,326,0.98,39.2,43,0,1,1,0,0,0,0,0,141.25,5,1002.02
141.54,220,0.73,-7.9,68,0,0,1,0,0,0,0,0,115.73,55,773.38
141.97,216,0.34,35.8,33,0,0,1,0,0,0,0,0,98.2,152,614.36
197.45,39,0.27,-15.4,85,1,0,0,0,0,0,0,0,101.77,136,772.8
98.58,279,0.69,45.3,27,0,0,1,1,0,0,0,0,111.94,129,575.08
60.29,474,0.66,-9.0,76,1,0,0,0,1,0,0,0,91.64,244,688.79
33.77,402,0.45,-13.3,80,1,0,0,0,1,0,0,0,82.47,336,461.3
185.59,98,0.64,14.8,41,0,0,0,0,0,0,0,0,75.24,161,303.38
140.49,81,0.17,6.4,63,0,0,1,0,0,0,0,0,92.02,196,558.47
